track_id,name,artist,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRBTIFY12903CAB63C,Each Coming Night,Iron & Wine,"indie, folk, singer_songwriter, chillout, acoustic, love, beautiful, mellow, chill",Folk,2004,207720,0.361,0.23,2,-15.517,1,0.0359,0.835,0.517,0.111,0.415,163.354,3
TRLAEWG128F4227F4C,New Soul,Yael Naim,"indie, pop, female_vocalists, folk, singer_songwriter, soul, french",Pop,2008,222960,0.57,0.36,0,-8.622,1,0.0499,0.759,4.85e-05,0.129,0.607,200.292,4
TRAFQFM128E078EC97,The Way I Am,Ingrid Michaelson,"indie, pop, female_vocalists, singer_songwriter, acoustic, indie_pop, love, mellow, chill",Rap,2008,133200,0.874,0.287,0,-8.079,1,0.0414,0.736,1.06e-05,0.107,0.31,119.981,4
TRAWVRV128F1467FA6,Say Something,A Great Big World,"indie, pop, piano, american, indie_pop, beautiful",Rock,2014,232293,0.44,0.157,2,-7.616,1,0.0383,0.877,1.11e-06,0.0856,0.141,139.747,3
TRMFONA128F92F91AD,Needle in the Hay,Elliott Smith,"indie, folk, indie_rock, singer_songwriter, soundtrack, acoustic, beautiful, mellow",Rock,2010,259893,0.56,0.202,5,-16.785,1,0.0383,0.564,0.00749,0.115,0.337,116.159,4
TRDNMQD128F9325C24,The Only Moment We Were Alone,Explosions in the Sky,"indie, ambient, experimental, instrumental, post_rock, beautiful",Rock,2003,614040,0.3,0.417,0,-14.52,1,0.0356,0.00664,0.812,0.567,0.0351,117.515,3
TRWWOKS128F9325C37,Six Days At The Bottom Of The Ocean,Explosions in the Sky,"indie, ambient, experimental, instrumental, chillout, post_rock, beautiful",Rock,2003,523064,0.243,0.386,2,-16.547,0,0.0346,0.379,0.873,0.153,0.0702,108.776,3
TRAPELN128F92DA651,Used to Be,Beach House,"indie, pop, female_vocalists, indie_rock, american, indie_pop, beautiful",Rock,2010,241760,0.546,0.544,2,-8.041,1,0.0239,0.604,0.00222,0.101,0.297,89.777,4
TRGXMBI128E0791E56,Somebody That I Used To Know,Elliott Smith,"indie, folk, indie_rock, singer_songwriter, acoustic",Rock,2000,129333,0.595,0.366,1,-14.819,1,0.0299,0.377,0.0,0.122,0.771,108.526,4
TROUMHD128F9355B89,Obsessions,Marina & the Diamonds,"indie, pop, female_vocalists, singer_songwriter, british, piano, indie_pop, beautiful, 00s",Pop,2010,208133,0.721,0.616,9,-6.795,0,0.0343,0.677,0.00124,0.0841,0.521,104.955,4
TRIYYFR128F429537F,Ain't No Reason,Brett Dennen,"indie, folk, singer_songwriter, acoustic, mellow, chill",Folk,2013,217693,0.672,0.377,5,-8.996,1,0.0467,0.641,0.0,0.12,0.459,72.992,4
TRFICFO128C7196C30,Which Will,Nick Drake,"indie, folk, singer_songwriter, british, acoustic, 70s, beautiful, mellow",Folk,1994,176746,0.614,0.179,4,-17.312,0,0.0294,0.914,0.169,0.108,0.449,95.404,4
TRPGHIS128F932A4AA,"So Long, Lonesome",Explosions in the Sky,"indie, ambient, experimental, instrumental, post_rock, piano, beautiful",Rock,2007,220373,0.436,0.363,6,-12.313,1,0.0312,0.738,0.525,0.0686,0.04,104.999,3
TRCVBGN128F4276DE3,Realize,Colbie Caillat,"indie, pop, female_vocalists, singer_songwriter, acoustic, love, mellow",Rock,2008,245626,0.688,0.404,1,-14.109,1,0.0376,0.183,0.0,0.0927,0.185,123.914,4
TRAZFQT128F426D52A,Can You Tell,Ra Ra Riot,"indie, indie_rock, indie_pop, love",Rock,2007,151250,0.588,0.658,9,-10.433,1,0.0299,0.182,0.192,0.1,0.739,145.03,4
TRMJOZD12903CFE323,Gatekeeper,Feist,"indie, pop, female_vocalists, folk, singer_songwriter, chillout, acoustic, indie_pop, mellow, chill",Rock,2004,137520,0.851,0.0605,9,-16.303,0,0.043,0.968,0.0,0.126,0.326,109.819,4
TRIRRSK12903CE5DBA,10 Mile Stereo,Beach House,"indie, female_vocalists, indie_rock, indie_pop",Rock,2010,303853,0.239,0.733,10,-4.39,0,0.0482,0.0594,0.00104,0.333,0.316,193.015,4
TRKRADU128F92E17F6,World Spins Madly On,The Weepies,"indie, folk, singer_songwriter, acoustic, beautiful, mellow, chill",Folk,2006,165133,0.502,0.311,1,-13.421,1,0.0285,0.617,4.32e-05,0.129,0.4,107.612,4
TRUDTRG12903CE3654,Slow It Down,The Lumineers,"indie, folk, singer_songwriter, acoustic, love, mellow",Rap,2012,306986,0.432,0.0657,1,-14.451,1,0.0377,0.925,0.0,0.0974,0.0992,142.381,4
TRBMADI128F42ACE83,Dickhead,Kate Nash,"indie, pop, female_vocalists, singer_songwriter, british, chillout, indie_pop",Pop,2007,223000,0.735,0.508,11,-8.129,0,0.14,0.398,1.59e-06,0.114,0.518,84.931,4
TRVLGZX128F4299E1A,Slow Moves,José González,"indie, folk, singer_songwriter, chillout, acoustic, swedish, mellow, chill",Rock,2003,172000,0.692,0.0797,7,-23.204,0,0.0501,0.938,0.932,0.111,0.182,100.149,4
TRCDHBL128F146571C,Inhaler,Foals,"rock, indie, indie_rock, british",Electronic,2013,294653,0.543,0.727,2,-7.164,0,0.0403,0.00685,0.807,0.0916,0.366,97.464,4
TRCWCET128E078B874,King of Spain,The Tallest Man on Earth,"indie, folk, indie_rock, singer_songwriter, acoustic, swedish",Rock,2010,208200,0.383,0.489,8,-8.334,1,0.0343,0.715,1.85e-06,0.0856,0.387,131.377,4
TRDCFFH128F428E462,Little Cream Soda,The White Stripes,"rock, indie, alternative_rock, indie_rock, hard_rock, blues, american, 00s, blues_rock",Rock,2007,224226,0.367,0.848,6,-6.713,0,0.0937,0.0041,0.00349,0.117,0.363,123.967,4
TRRUQQW128F425045E,What Katie Did,The Libertines,"rock, indie, indie_rock, british, love, britpop",Rock,2004,229840,0.443,0.584,9,-6.396,1,0.0393,0.0766,5.6e-05,0.105,0.479,168.836,4
TROIEDD12903CBB465,American,Lana Del Rey,"alternative, indie, pop, female_vocalists, soul, american, indie_pop, beautiful",Rock,2012,248907,0.397,0.585,7,-6.518,1,0.0359,0.535,0.000438,0.0976,0.18,143.983,4
TRQLWDC128F42396CF,Cliquot,Beirut,"indie, experimental, folk, instrumental, singer_songwriter, american",Folk,2007,233520,0.528,0.458,4,-7.202,0,0.0307,0.842,8.11e-06,0.0956,0.624,150.268,3
TRPCUVT128F92CDEF7,Camaro,Kings of Leon,"rock, indie, alternative_rock, indie_rock, male_vocalists, 00s",Country,2007,186706,0.419,0.906,2,-4.4,1,0.0797,0.0119,0.137,0.0756,0.362,136.132,4
TRZEUSA128F148AE3E,Screaming Infidelities,Dashboard Confessional,"indie, alternative_rock, acoustic, emo",Rock,2001,226306,0.457,0.527,6,-7.662,1,0.0304,0.383,1.82e-06,0.17,0.193,142.441,4
TRYFWXX128EF340D48,Girls Who Play Guitars,Maxïmo Park,"rock, indie, indie_rock, british",Rock,2007,192093,0.521,0.931,9,-3.072,1,0.0469,0.00187,0.0,0.217,0.705,165.995,4
TRUURJG128F1462201,Factory,Band of Horses,"indie, indie_rock, chillout, indie_pop",Rock,2010,275426,0.396,0.606,4,-5.836,0,0.0311,0.0286,0.00532,0.212,0.137,121.18,4
TRPRZEC128F1486DD8,Broken Boy Soldier,The Raconteurs,"rock, alternative, indie, alternative_rock, indie_rock, blues, american",Rock,2006,182226,0.404,0.855,0,-5.202,1,0.0598,0.00496,0.206,0.326,0.417,138.068,4
TRBPEOE128F148299E,Everybody Knows You Cried Last Night,The Fratellis,"rock, indie, indie_rock, british, britpop",Rock,2006,234413,0.636,0.901,7,-3.367,1,0.0423,0.00372,0.0,0.0913,0.687,102.738,4
TRRAHVK128F146DB0B,The Sweets,Yeah Yeah Yeahs,"alternative, indie, female_vocalists, alternative_rock, punk, indie_rock",Rock,2006,235026,0.368,0.487,0,-9.487,1,0.0579,0.367,0.102,0.106,0.733,185.058,3
TRBNZLU128F92E16AB,Song Against Sex,Neutral Milk Hotel,"indie, experimental, folk, indie_rock, 90s, american, indie_pop",Rock,1996,221426,0.237,0.697,10,-10.192,1,0.0648,2.46e-05,0.613,0.147,0.686,173.057,4
TRGZPFA128F4296878,Son Of Sam,Elliott Smith,"indie, pop, folk, indie_rock, singer_songwriter, acoustic, indie_pop",Rock,2014,182103,0.52,0.729,7,-7.556,1,0.0251,0.011,0.00157,0.125,0.264,96.032,4
TRCSFPW12903D082D3,Fake Palindromes,Andrew Bird,"indie, pop, folk, singer_songwriter, american, beautiful",Rock,2005,172840,0.477,0.638,2,-6.392,1,0.047,0.298,0.000688,0.33,0.372,144.519,3
TRRIPQV12903CF8E8B,Cruel,St. Vincent,"indie, pop, female_vocalists, alternative_rock, indie_rock, singer_songwriter, american, indie_pop",Rock,2014,212266,0.555,0.776,1,-6.857,1,0.0337,0.0129,0.215,0.21,0.392,115.042,4
TRAFLVS12903D035DF,Cry,James Blunt,"indie, pop, singer_songwriter, british, acoustic, male_vocalists, love, britpop, mellow",Electronic,2004,246506,0.502,0.615,7,-8.583,1,0.0311,0.5,0.00336,0.102,0.225,151.967,4
TRTWKAN128F425AEEF,Hero/Heroine,Boys Like Girls,"rock, alternative, indie, pop, alternative_rock, emo, love, beautiful, pop_rock",Rock,2007,232240,0.422,0.904,0,-4.531,1,0.102,0.02,4.49e-06,0.686,0.32,163.929,4
TRPGIRZ128F9334015,I Could Say,Lily Allen,"indie, pop, female_vocalists, british, indie_pop, britpop",Pop,2009,244586,0.605,0.871,2,-5.609,1,0.0311,0.24,0.38,0.145,0.468,124.025,4
TRQPQEN128E0780CC4,Bulletproof Cupid,Placebo,"rock, alternative, indie, alternative_rock, indie_rock, instrumental, british, britpop",Rock,2003,142533,0.335,0.677,8,-6.974,0,0.0427,6.15e-06,0.69,0.0674,0.344,104.01,4
TRFKVMH128F425854A,Run Boy Run,Woodkid,"alternative, indie, beautiful",Reggae,2013,213293,0.514,0.955,5,-5.625,0,0.109,0.0691,0.000199,0.169,0.363,134.019,4
TRFYNNE128F429E9A1,Autumn Sweater,Yo La Tengo,"indie, alternative_rock, indie_rock, 90s, mellow",Rock,2014,317893,0.616,0.557,7,-9.32,1,0.0394,0.175,0.669,0.114,0.853,102.231,4
TREQGQZ128F148F073,"Perhaps, Perhaps, Perhaps",Cake,"rock, alternative, indie, pop, alternative_rock, indie_rock, 90s, funk, love, cover, mellow",Pop,1996,143906,0.721,0.457,0,-8.757,1,0.0547,0.0829,0.000142,0.471,0.911,113.682,4
TRGNJLG12903CC003F,Trunk,Kings of Leon,"rock, alternative, indie, alternative_rock, indie_rock",Rock,2007,237280,0.454,0.563,9,-7.994,1,0.0305,0.518,0.698,0.167,0.261,127.488,4
TRJRLBW128F428E45C,300 M.P.H. Torrential Outpour Blues,The White Stripes,"rock, alternative, indie, alternative_rock, indie_rock, blues, american, 00s, blues_rock",Rock,2007,328560,0.537,0.435,9,-10.762,1,0.0868,0.548,0.027,0.107,0.227,85.589,4
TRAXFXT128F426A33A,Fever Dream,Iron & Wine,"indie, folk, indie_rock, singer_songwriter, chillout, acoustic, male_vocalists, beautiful, mellow, chill",Rock,2004,256200,0.535,0.114,9,-16.671,1,0.0341,0.864,0.00721,0.107,0.356,109.28,4
TRAFMBS128F423B54E,On Your Own,Blur,"indie, alternative_rock, indie_rock, british, 90s, britpop",RnB,2000,267200,0.47,0.817,11,-6.049,1,0.0907,0.0892,0.0,0.065,0.605,84.105,4
TRSJEPI128F931B6B4,Mysteries,Yeah Yeah Yeahs,"alternative, indie, female_vocalists, alternative_rock, punk, indie_rock, post_punk",Pop,2006,155706,0.215,0.977,9,-4.961,1,0.276,0.00219,0.0111,0.278,0.0881,197.144,4
TRDWIGB128E0794C2C,Dirty Boots,Sonic Youth,"alternative, indie, alternative_rock, experimental, indie_rock, 90s, post_punk, grunge, noise",Rock,1990,329119,0.277,0.882,11,-7.105,0,0.0556,0.0225,0.134,0.0862,0.089,141.766,4
TRDATOL128F42690CF,Metal Heart,Cat Power,"alternative, indie, female_vocalists, folk, indie_rock, singer_songwriter, acoustic, piano, beautiful, mellow",Metal,2008,234933,0.427,0.418,4,-8.939,0,0.0297,0.778,0.000449,0.117,0.228,119.376,4
TRZXJNZ128F14A94EA,Stop Me If You Think You've Heard This One Before,The Smiths,"alternative, indie, alternative_rock, indie_rock, 80s, british, new_wave, post_punk, love, britpop",Rock,1987,212466,0.536,0.747,0,-10.882,0,0.0298,0.00131,0.000107,0.136,0.733,134.058,4
TRYJMTE128F1486A8A,Why Do I Keep Counting?,The Killers,"rock, alternative, indie, alternative_rock, indie_rock",Rock,2006,264453,0.566,0.829,3,-4.742,1,0.0404,0.0169,1.77e-05,0.0928,0.134,107.141,4
TRCKRPA128F933AD60,Love Is Noise,The Verve,"rock, alternative, indie, alternative_rock, indie_rock, british, love, 00s, britpop",Rock,2008,327747,0.419,0.863,7,-4.155,1,0.0412,0.000484,0.0,0.388,0.314,123.009,4
TRHDRUJ128E0781685,Love Is No Big Truth,Kings of Convenience,"indie, folk, chillout, acoustic, indie_pop, love, mellow, chill",Rock,2004,228360,0.843,0.609,1,-8.013,0,0.0372,0.262,0.657,0.0641,0.879,142.009,4
TRIVGDE128F92F8FBD,Ballad of Big Nothing,Elliott Smith,"indie, folk, indie_rock, singer_songwriter, 90s, acoustic, indie_pop, beautiful, mellow",Rock,2010,167920,0.639,0.535,0,-9.616,1,0.0273,0.356,0.00022,0.152,0.668,109.241,4
TRNSQPL128F424EA5B,Writing To Reach You,Travis,"rock, indie, pop, alternative_rock, indie_rock, british, 90s, beautiful, britpop, mellow",Rock,1997,220800,0.23,0.626,9,-8.36,1,0.0305,0.0499,0.000996,0.141,0.574,163.504,4
TRATQUU128F148EF2B,Go Let It Out,Oasis,"rock, indie, alternative_rock, indie_rock, british, 90s, 00s, britpop",Rock,2010,278893,0.41,0.858,2,-5.617,1,0.0341,0.0133,2.74e-05,0.492,0.615,84.191,4
TRJTJAO128F42ACE87,Mariella,Kate Nash,"indie, pop, female_vocalists, singer_songwriter, british, piano, indie_pop, britpop",Pop,2007,255613,0.565,0.833,0,-4.751,1,0.0706,0.256,2.58e-05,0.0989,0.363,111.588,4
TRFPENL128F92F6BF0,Cheerleader,Grizzly Bear,"indie, experimental, folk, indie_rock, 00s, chill",Rock,2009,294466,0.668,0.393,6,-11.19,1,0.0311,0.398,0.849,0.613,0.568,96.395,4
TRUGJGD128F421B699,Fingerprints,Katy Perry,"indie, pop, female_vocalists, dance, pop_rock",Country,2008,224840,0.544,0.897,2,-2.927,1,0.0614,0.00225,0.0,0.169,0.571,149.96,4
TROPYHV128F9329F1D,All the Wine,The National,"indie, alternative_rock, indie_rock, american, 00s",Rock,2004,200133,0.552,0.81,0,-5.877,1,0.0292,0.000187,0.358,0.141,0.47,119.973,4
TRXOFIO128E0793EAB,Getchoo,Weezer,"rock, alternative, indie, pop, alternative_rock, indie_rock, hard_rock, 90s, emo",Rock,1996,172600,0.335,0.891,1,-4.833,0,0.0463,0.00043,0.0,0.12,0.641,104.487,4
TRKTFKT128F92CFC0D,Desire Be Desire Go,Tame Impala,"rock, indie, alternative_rock, experimental, indie_rock, psychedelic, psychedelic_rock",Rock,2010,266426,0.38,0.845,1,-5.483,1,0.0552,0.0938,0.00303,0.0868,0.461,150.796,4
TRDCJYB128F930388C,The Good Ones,The Kills,"rock, alternative, indie, female_vocalists, alternative_rock, indie_rock",Rock,2005,209226,0.745,0.845,4,-6.885,1,0.0363,0.0514,0.00207,0.0879,0.974,135.194,4
TROMQBP128F4279306,2080,Yeasayer,"indie, experimental, indie_rock, psychedelic, psychedelic_rock, 00s",Rock,2013,338306,0.584,0.947,11,-4.444,0,0.156,0.24,0.0,0.864,0.45,130.974,4
TRVLHHW128F428E460,"Prickly Thorn, But Sweetly Worn",The White Stripes,"rock, alternative, indie, alternative_rock, experimental, folk, indie_rock, blues, acoustic, american, male_vocalists, 00s, blues_rock",Rock,2007,185733,0.499,0.876,7,-4.374,1,0.0377,0.0431,5.11e-06,0.572,0.355,125.515,4
TRVQNQW12903D082C6,Imitosis,Andrew Bird,"indie, folk, singer_songwriter",Rock,2007,240933,0.853,0.599,9,-8.527,0,0.0375,0.578,3.74e-05,0.105,0.942,114.398,4
TRERDEC128F9305F02,Battle for the Sun,Placebo,"rock, alternative, indie, alternative_rock, british, britpop",Rock,2009,333006,0.346,0.678,2,-4.708,0,0.0398,0.000212,0.0961,0.224,0.516,146.646,4
TRRGEKJ128F932A55E,The General,Dispatch,"indie, folk, acoustic, mellow, chill",Rock,2004,245413,0.588,0.669,10,-6.17,1,0.15,0.411,0.0,0.106,0.68,94.76,4
TRYVVCW128F429DB85,Tranquilize,The Killers,"rock, alternative, indie, alternative_rock, indie_rock, 00s",Rock,2007,225186,0.375,0.791,1,-4.199,0,0.0477,0.1,3.36e-06,0.184,0.42,77.905,4
TRBUOWV12903CA88E1,Warriors,Imagine Dragons,"rock, indie, alternative_rock, indie_rock",Punk,2015,170080,0.355,0.829,4,-6.192,0,0.072,0.0686,0.00184,0.241,0.341,78.017,4
TRRFPVL128F4279CBD,If You Tolerate This Your Children Will Be Next,Manic Street Preachers,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, 90s, britpop",Rock,2011,288746,0.431,0.79,0,-7.328,1,0.0353,0.000328,0.0311,0.35,0.194,96.086,4
TRFNKGG128F92F9689,Warrior,Yeah Yeah Yeahs,"rock, alternative, indie, female_vocalists, punk, indie_rock, 00s",Metal,2006,220866,0.44,0.691,7,-6.662,1,0.0572,0.381,1.27e-05,0.246,0.251,129.078,4
TRDQZVF128E0786056,The Show,Lenka,"indie, pop, female_vocalists, indie_pop, love",Rap,2009,235666,0.754,0.571,0,-4.455,1,0.0318,0.263,0.0,0.0881,0.562,123.003,4
TRVBQKU128F935A13F,The Great Beyond,R.E.M.,"rock, alternative, indie, alternative_rock, soundtrack, 90s",Rock,2003,305106,0.332,0.749,10,-6.399,1,0.0299,0.118,2.08e-06,0.23,0.182,109.911,4
TREVFFO12903CFE309,Looks Just Like the Sun,Broken Social Scene,"indie, experimental, indie_rock, post_rock, mellow, chill",Rock,2002,263093,0.527,0.76,2,-8.482,1,0.101,0.234,0.0999,0.0535,0.326,155.605,4
TRDNHAW128F429DB9A,The Ballad of Michael Valentine,The Killers,"rock, alternative, indie, alternative_rock, indie_rock, american",Rock,2004,231613,0.463,0.901,0,-2.885,1,0.0358,0.00368,0.0,0.626,0.401,99.045,4
TRADKAX128E0786B92,Romantic Rights,Death from Above 1979,"rock, alternative, indie, punk, indie_rock, hard_rock, dance, post_punk, 00s",Rock,2005,195106,0.516,0.961,5,-5.37,0,0.157,0.00316,0.0,0.404,0.458,150.147,4
TRELCTD128F92F4017,Never Meant,American Football,"indie, indie_rock, 90s, post_rock, indie_pop, emo",Rock,2001,258186,0.43,0.843,0,-6.416,1,0.0308,0.021,0.0127,0.0837,0.507,143.97,4
TRDPNTF128F9340155,Heretics,Andrew Bird,"indie, folk, indie_rock, singer_songwriter, american, indie_pop, mellow",Jazz,2007,215813,0.416,0.746,8,-8.405,1,0.0575,0.103,6.54e-05,0.134,0.497,131.604,4
TRGOHEG128F4284129,Velvet Snow,Kings of Leon,"rock, indie, indie_rock, 00s",Rock,2004,130306,0.595,0.776,0,-5.297,1,0.0456,0.0409,5.55e-06,0.0922,0.663,139.117,4
TRSJKWT12903CC55EE,White Moon,The White Stripes,"rock, alternative, indie, alternative_rock, indie_rock, piano, american, 00s, blues_rock",RnB,2005,241426,0.461,0.268,4,-11.619,1,0.0529,0.826,0.0129,0.117,0.15,109.151,4
TRDTGPN128F425A856,When the Sun Hits,Slowdive,"indie, 90s, beautiful",Electronic,2012,285906,0.33,0.532,2,-11.764,1,0.0263,0.00101,0.709,0.101,0.218,93.512,4
TRISMIH128F428EFF1,It's Getting Boring By The Sea,Blood Red Shoes,"indie, female_vocalists, indie_rock, british",Rock,2008,176160,0.476,0.978,11,-3.018,0,0.172,0.0273,0.0,0.166,0.137,151.963,4
TRYUQMA128F92F11F2,Middle of Nowhere,Hot Hot Heat,"rock, alternative, indie, pop, alternative_rock, indie_rock, indie_pop",Electronic,2005,241333,0.568,0.971,7,-3.478,1,0.0543,0.0518,4.24e-05,0.265,0.778,139.27,4
TREYSLJ128F4265DC4,Capture the Flag,Broken Social Scene,"indie, ambient, experimental, indie_rock, instrumental, chillout, post_rock, chill",Rock,2010,128986,0.273,0.349,11,-18.396,0,0.0445,0.951,0.99,0.146,0.216,74.141,5
TRZZUBQ128F9351D51,Take What You Take,Lily Allen,"indie, pop, female_vocalists, singer_songwriter, british, indie_pop, britpop",Pop,2009,246133,0.58,0.87,5,-9.95,0,0.0306,0.00016,0.000501,0.138,0.755,100.042,4
TRFGPLI128E078FC30,Dreams Be Dreams,Jack Johnson,"indie, folk, singer_songwriter, chillout, acoustic, mellow, chill",Rock,2003,132653,0.903,0.503,2,-9.312,1,0.0408,0.506,0.042,0.276,0.767,112.049,4
TRYBXAW128F425A376,Out of My Mind,James Blunt,"indie, pop, singer_songwriter, british, acoustic, male_vocalists, britpop",Pop,2004,213106,0.572,0.553,2,-6.248,0,0.0287,0.272,0.00065,0.111,0.389,80.986,4
TRXFHFY12903CB139C,You And I,Ingrid Michaelson,"indie, pop, female_vocalists, singer_songwriter, acoustic, indie_pop, love, mellow",Jazz,2009,147960,0.727,0.286,0,-7.642,1,0.0505,0.93,0.0,0.0938,0.523,134.788,4
TRVBDTX128F422AFD7,The Ice Is Getting Thinner,Death Cab for Cutie,"alternative, indie, indie_rock, acoustic, indie_pop, beautiful, mellow",Rock,2008,225200,0.362,0.138,0,-12.201,1,0.0421,0.847,0.000468,0.11,0.0752,79.425,3
TRRSMXH128F427ED19,Funny Little Frog,Belle and Sebastian,"indie, pop, indie_rock, indie_pop",Rock,2005,189893,0.573,0.828,2,-3.647,1,0.0293,0.0881,0.0,0.063,0.859,132.361,4
TRYAPTM128F428199D,The Stars of Track and Field,Belle and Sebastian,"indie, pop, 90s, indie_pop, mellow",Rock,1996,288293,0.446,0.315,4,-14.379,1,0.0497,0.235,5.88e-05,0.359,0.361,120.799,4
TRUGMFK128F4266032,Is This Love?,Clap Your Hands Say Yeah,"indie, alternative_rock, indie_rock, indie_pop, love",Rock,2005,191786,0.332,0.926,9,-4.552,1,0.107,0.0193,0.102,0.161,0.114,148.564,4
TRWTOBI128F428E467,Catch Hell Blues,The White Stripes,"rock, alternative, indie, alternative_rock, indie_rock, blues, american, male_vocalists, 00s, blues_rock",Rock,2007,256600,0.437,0.596,9,-9.283,0,0.0547,0.0837,0.731,0.112,0.121,96.462,4
TRQWHWR128F42819A9,If She Wants Me,Belle and Sebastian,"indie, pop, indie_rock, indie_pop, love, mellow, chill",Rock,2003,305400,0.568,0.683,7,-8.124,1,0.0333,0.287,3.53e-06,0.108,0.811,89.62,4
TRBLUJM12903CD6ACA,Where the Lines Overlap,Paramore,"rock, alternative, indie, female_vocalists, alternative_rock, punk, punk_rock, american, beautiful",Rock,2009,198746,0.445,0.968,4,-3.559,1,0.103,8.63e-05,0.00202,0.309,0.629,159.977,4
TRFPAAT128F92EBF8E,Girl Afraid,The Smiths,"alternative, indie, pop, alternative_rock, indie_rock, 80s, british, new_wave, post_punk, indie_pop, britpop",Rock,1987,166320,0.406,0.926,9,-4.875,1,0.0447,0.000108,0.0136,0.125,0.911,175.92,4
TRLMEDU128F427FE81,Kill,Jimmy Eat World,"rock, alternative, indie, alternative_rock, indie_rock, emo, love",Rock,2005,229200,0.519,0.89,7,-5.444,0,0.0423,0.000325,0.0,0.135,0.457,127.023,4
TRSSDPM128F148D0B6,Sugar Kane,Sonic Youth,"rock, alternative, indie, alternative_rock, experimental, indie_rock, 90s, post_punk, grunge",Rock,1992,358026,0.346,0.873,7,-9.509,1,0.046,3.98e-05,0.623,0.12,0.254,135.109,4
TRLKEKF128F9303281,Little Shadow,Yeah Yeah Yeahs,"indie, female_vocalists, indie_rock, american, beautiful, 00s, mellow",Rock,2009,238346,0.383,0.494,0,-7.459,1,0.0268,0.503,0.899,0.0973,0.183,78.027,4
TRTETOH128E0785D48,Reel Around the Fountain,The Smiths,"alternative, indie, pop, alternative_rock, indie_rock, 80s, british, new_wave, post_punk, indie_pop, beautiful, britpop",Rock,1984,357293,0.684,0.437,9,-13.873,1,0.0265,0.00686,0.000252,0.147,0.935,109.829,4
TRMJCWE128F42396CD,Guyamas Sonora,Beirut,"indie, experimental, folk, singer_songwriter, american, beautiful",Folk,2007,211466,0.278,0.644,8,-7.622,0,0.0538,0.695,0.166,0.112,0.233,117.14,4
TRACDHL12903D0C387,Radar Detector,Darwin Deez,"indie, pop, indie_rock, indie_pop",Rock,2009,189826,0.748,0.709,4,-5.026,1,0.19,0.0943,0.00399,0.182,0.806,96.527,4
TRRHSQS128F42900FF,The Authority Song,Jimmy Eat World,"rock, alternative, indie, pop, alternative_rock, punk, indie_rock, punk_rock, emo",Rock,2001,220400,0.628,0.858,11,-4.12,0,0.0326,0.0162,0.0,0.13,0.579,124.021,4
TRJPEZX128F42396D2,In the Mausoleum,Beirut,"indie, folk, american, male_vocalists, beautiful",Folk,2007,192893,0.622,0.701,9,-7.333,1,0.0291,0.215,0.0563,0.141,0.891,95.417,3
TRXEYKZ128F145C3EF,Acquiesce,Oasis,"rock, indie, alternative_rock, indie_rock, british, 90s, britpop",Punk,2006,264960,0.191,0.953,7,-1.834,1,0.074,0.0102,0.000189,0.437,0.254,111.902,4
TRANCFS12903C9B61B,Like Dylan in the Movies,Belle and Sebastian,"indie, pop, 90s, indie_pop, mellow",Rock,2008,251640,0.366,0.649,1,-10.753,0,0.0389,0.00396,0.000994,0.214,0.513,79.024,4
TRCEMHY12903CBD56C,Floating Vibes,Surfer Blood,"indie, indie_rock, indie_pop",Rock,2010,234496,0.567,0.735,4,-7.296,1,0.0294,0.0368,0.000824,0.149,0.509,126.857,4
TRBUKPK128F92CFE89,Desire Lines,Deerhunter,"alternative, indie, alternative_rock, indie_rock, psychedelic, american, beautiful",Rock,2010,404413,0.318,0.918,2,-6.288,1,0.0373,0.0565,0.293,0.659,0.6,120.567,4
TRCXHZZ128F92EF09E,Soldier On,The Temper Trap,"rock, indie, alternative_rock, indie_rock, acoustic, indie_pop, love, beautiful, mellow",Rock,2009,354173,0.24,0.444,11,-7.11,0,0.0315,0.493,0.154,0.108,0.0649,80.727,4
TRSCRJL128F9316A57,No Buses,Arctic Monkeys,"indie, alternative_rock, indie_rock, british, britpop",Rock,2006,199320,0.468,0.522,4,-9.051,1,0.0334,0.155,0.00012,0.0573,0.42,101.842,4
TRNBVLL128F428B763,Sleep to Dream,Fiona Apple,"alternative, indie, pop, female_vocalists, alternative_rock, singer_songwriter, 90s, piano",RnB,1967,248920,0.732,0.645,2,-7.588,1,0.0554,0.0319,5.12e-05,0.144,0.732,144.153,4
TRZGREN12903D02C0E,Where Eagles Have Been,Wolfmother,"rock, indie, alternative_rock, hard_rock, psychedelic_rock",Rock,2005,333000,0.182,0.652,0,-4.2,1,0.0371,0.106,2.06e-05,0.11,0.157,84.753,4
TRIUYOZ128E07831F2,A Million Ways,OK Go,"rock, alternative, indie, pop, alternative_rock, indie_rock, dance, indie_pop",Electronic,2006,192600,0.645,0.74,4,-4.447,0,0.0405,0.000304,0.307,0.0607,0.525,130.011,4
TRWCEKE128F93191BE,Who Knows Who Cares,Local Natives,"indie, folk, indie_rock, american, beautiful, mellow",Rock,2009,233013,0.421,0.586,10,-5.751,1,0.0332,0.433,5.5e-05,0.08,0.243,77.968,4
